prompt,completion
rainbowmeadow12 IIIIIIIIIII LLLLLLLLLOOOOOOOOVVVVVVVVEEEEEEEEE UUUUUUUUUUUU TAYLOR ur mint alyson i love you ive gt that guitar u r relly fitt well thanx 4 puttin me on there,Safe/Neutral
44 omig ur sooo pretty n i LOOOOVE ur accent idk how to spell cx skinss3 love tat shoow hahahahahahha this is sooo funny i just died x aww stop it u make me blush aww this made me cry c depresd kareen lol hahaha x,Safe/Neutral
Go BigOr Go Home What s next Cinderallathe stepmother hunter or Little mermaid the leg hunter Michael Bisping vs Chael Sonnenbefore they even start to fightthey would knock each other out due to their trash talks Do It All Night Song Zekeley AllHailThaKing Clay Guida I guess Do that to a colourblind guy,Safe/Neutral
alystarr1998 i knohow u feel i got the same dilema A big bag of penises U wanna kno where im from U momma pussy I would say Im Mexican BIATCH As long as google pluscan not even a minute Tobuscus jst made a me gusta face I would fuk miss,Safe/Neutral
How old are you 0 29 xaxaxaxaxaxa Awww yamaeii the video is 2 old 2009 0 9,Safe/Neutral
What kind of potatoe was this filmed on Asians Nice sweat stains Ray Don t wear grey ever again Fag 10 10 Censorship Skills We re not going anywhere today Well no shit 1 Buy new monitors 2 Listen to this song 3 Buy new monitors i see what you did there Eggroll What the actual fuck Psbox3 Psbox Psbox,Attacking Behavior
Enter message question where do u get this kind of beyblades WHERE DO U GET THIS KIND OF BEYBLADES what about dranzer ill give 10 for it u got contact number becuase i wan to buy some is it for sale cause i want one no robin noooooooooooooo ireally dont care his name is jason scrooch vs the grinch how fo u make these videos rey mysterio vs sin cara american dad vs family guy any one know when this comin out,Safe/Neutral
hahahhahahaaahahahahahahahahahhahaa ga stuk fotoje 0 13 hahhahahahhahaha jeffery post hahahahahahaahhaha kk goeie deze kk op kan je politie zijn je moet gwn je bek houwe anders staat je bek in eens schreef hahahahahahaahaha,Safe/Neutral
hhaha the same ugly fat man from toxic is back lol minute 4 15 funny r u kidding omg it wwass funny lol ahah i do and trust me you dont wanna know ahah you guys give him more importance when you comment this i hate Justin too but i just pretend he doesn t exits because when you make this posts look like you actually care more than just agree hahaha xq antes eran buenos entonces todos esperan que vuelva a ser asi DUHH Juanchooooooo jjaja donde estan las amigas de danilo o O,Attacking Behavior
Lol they re asleep One is awake D Haha I love these videos You go Arnold Omg its you from drunk balancing D I found the secret llama How often do you meet fans if you do,Safe/Neutral
it said she needed a stronger champion to start this quest BRROOO FUCK YES THANK YOUU AND NICE SONG XD whaatt how lol i wnna get it number 11 rofl DAYYY WALKERR GINGGERR RAGEE whats this song you suck fusionxx1000 why dies he keep getting choked and then hitting himself ANYBODY WHO WANTS TO PLAY ADD ME B1ZNATCHES you are my fucking hero outdated _ Dident work i got an error,Attacking Behavior
You should do stand up comedy You sir have not heard Michael Jackson s Thriller I m gonna go out on a limb and say ehhh close to 17 hours 30 second mandatory advertisement for a 36 second video Wtf YouTube Omg my two guinea pigs do that ALL the time The Benny Hill theme by Yackety Sax Beautiful orchestral simulation I love it,Safe/Neutral
Jimone33 for reals bro I hate mainstream It feels like you don t know yourself you don t know what life is,Safe/Neutral
lmfao At first i was scared for her Now I m scared for him lmaoo LMAOO oh my god Becky WHO S BECKY OH SHIT THT COMMERCIAL SCARED THE SHIT OUT OF ME Red shirt black pants popping,Safe/Neutral
nice 2 00 lmao xD alwaaaaayss blazed and i don t give a fuck fuck yea reppin nyc only they can kill themselves when its quiet suicide silence i love yo face rain was the best part can t wait for wapred this year WTF july 12 94 2 02 xD,Attacking Behavior
no she aint pause at 38 seconds gay bitch dont tell me what too do STFU well she cant sing its ugly just like you I know you hate your pretty P you fake P He is soo cute wow they are just another boy band trying too have a career and look totally amazing and they are doing a heck of a good job I seen shorter wow dsdfsdfsdfsdffd gay can she talk ugly fat Yeeeeaa lol Thank you It was meant to be mean Uh yu gotta little something on your upper lip both of ya,Attacking Behavior
Sad The headphones Beats are b 6 MOLY He must have stroooong hand huehue My like made it the 4666th like yeaaaaa Gameshark Amazing Gamesharkmith destroyed He gives all the damn applaudes to fuckpple 1 38 Which one is thinner Cube U30gt IPad Yeaa Wrong Where is the dinosaur explosion That FEEL Read thw descripton fagt e,Attacking Behavior
Cristalraindrops I don t think the people who liked this video actually enjoyed it you know Haha nice song I feel bad for that baby on 4 23 He ll be brainwashed by those lunatics I find Sophia annoying This isn t the most viewed video actuall,Safe/Neutral
Amazing Rihanna Such a truthful video simple but really beautiful 3 Best parody ever So obsessed with this song Super catchy,Safe/Neutral
Ahh que padre que ansias de ver el MV Gun Woo te amo Insoo es lindo tambin mas bien todos son bellos el maknae es super tierno Que padre me encantan wow amo L Joe que lindos va sonar genial D,Safe/Neutral
Oh so adorable Oh god im crying Oh man why are they so cute D Loved the parts around 3 00 Look at you little awkward cuties __ This is great This is TOO great Perfect As always,Emotional Distress
Dame That s Sexy Af no lie Im size Abcdefghijklmnopqrstuvwxyz _ I m fucken wit u,Attacking Behavior
omg i love you my bestfriend is perfect would you just listen to her omg love u chloe kerton,Safe/Neutral
sranie w banie imperium to syf zero porownania do histerii kurwa pamietam jak siedzialem przed mtv i czekalem caly dzien az to puszcza P D nic dodac nic ujac RUCHA BYM 3 As someone said b4 POLAND WANT Q DANCE jak to sie mowi memories D kupa kosciotrupa,Safe/Neutral
o post thanx or just flip the safety switch on the back lol,Safe/Neutral
by far still my fav 4minute song even though its 2012 kwanhee could also be go crazy over hyosung solo dance like half of the male idols AFTER like rreally though TROLLLL,Safe/Neutral
You probably didn t make it because you re just a prick You re all fucking morons No homo but I d like to fuck your ass I love you,Attacking Behavior
hell no and you call this justisethis has all got to stop and one dayit will this is a jokeman people have had enogth of all this piss keep the faith xxxxxxxxxxxxxxxxxxxxxxxxxxxxgod bless x,Safe/Neutral
for a dude that hate niggas so much you sure watch us alot wat happened nigga stole yo girl or betta yet nigga pounded your momz in to submission or maybe both since i hear you boyz like 2 keep it in the family so dont hate on all of us for something im sure a whole bunch of niggaz did chooooochoooo on momz oh my bad yo girl sukkka,Attacking Behavior
It IS in tune smart one Holy shot I live in Minnesota Ps3,Safe/Neutral
saw this on tumblr today probably have seen this a hundred times since then cant stop sooo amazing,Safe/Neutral
Sence you are not going to do and facecam videos at least show us your face so we can see a real viking,Safe/Neutral
Oh My Goodness Your Amazing Pretty Much In Love With You Mcl to you Homie I have bad anxiety going through those car washes to Id rather just wash my van myself now lol Obviously you girls are not country girls this isnt trash trash is bitches that wear five pounds of makeup and name braqnd clothes country boys are HOTTT and spend their money on better things Dont hate,Attacking Behavior
It s same as CD Wow soooo cool Love ya,Safe/Neutral
Why am i crying This is too amazing for my emotions,Emotional Distress
She isn t ugly I thank Finn Jack s parents for having you know what Otherwise we wouldn t be blessed by this wonderful gift Please please stop being so hot Oh and move to Belgium Story of my life already saw the dissection of the polar bear,Attacking Behavior
mas lenguas jajajajaja vi morrer estilo hahahaha ele no tem por isso axa isso puta que pariu o tilo tocando e o povo no cala a boca affffffffffff porque na melhor hora sempre tem algum que coloca o brao ou a cabea na frente que raivaaaaaaa rghh amo essa msica demais 31 12 2011 melhor dia da minha vida ich liebe dich,Safe/Neutral
TuRbothiSBaby93117 O k so you just self admitted to eating shit interesting choice of something to eat but I digress With the of broken bones and stitches and self financing your local hospital that you do sounds to me like you need a new hobby t,Safe/Neutral
fail 4 29 look at hands lol is there a faze clan for gta i use religion when im in a situation where im about to get screwed and i ask god for help the public didn t have much access to computers when malcome x was in 8th grade cuz your american tim all americans are fat hahaha lol so funny love this show ll i know is he s a genius compared to you 3 days ago,Safe/Neutral
how do you get those fontsstuff Where do you make the video It s really good x 1 31 looks like a little doll I used to have when I was little disturbing,Safe/Neutral
Hes so sexy Good song I love angry grandpa Hes cute Hes so sexy This is beautiful Ahahahahahahah So sexy I bought it Jk this sucked,Safe/Neutral
HENTAI what s your address and phone number tells us now you said you would if we asked so dont be a liar press 7 then 8 what if hes trolling last one looks like mr bean can you still donate it it s a show Mortal Kombat Legacy Ep 1 Jax Sonya and Kano Part 1 she likes chicks is that LOTR music I was shocked when I saw the fourth hokage,Safe/Neutral
291245236views my god Louis is so cute Very good 555 lovely cute So cute Ich liebe deutsch Im from Thailand Awesome that s my fav I love it This is my first song on ukulele Thnx again my things are still in there what should I do I live on ground floor TT w w w s o c i a l v i o c o m w w w s o c i a l v i o c o m,Safe/Neutral
